subject_id,timestamp,response_time,block_num,question_type,question_text,response_numbers,response_strings,response_value,response_string,is_correct
P107,1614038537.7737489,7.099983309999516,0,reading_causalclaims_page_14,"This resembles an experiment because participants are separated into distinct groups and compared, however the subjects are selected based on pre-existing values of a variable.",[],[],-1,None,-1
P107,1614038541.497731,3.723857336000947,0,reading_causalclaims_page_15,Quasi-experiments are technically a subtype of correlational experimental design.,[],[],-1,None,-1
P107,1614038548.66882,7.170955184999912,0,reading_causalclaims_page_16,"In a correlational design, a whole population of individuals are studied, and the values of two (or more) variables associated with each subject in the population are measured and the correlation between them computed at the population level.
",[],[],-1,None,-1
P107,1614038556.0209641,5.313762331999897,0,mind_wandering,How much were you 'zoning out' while reading the text?,"[1, 2]","['Not at all', 'Most']",0.0703125,Most,-1
P107,1614038565.7559779,9.682184119999874,0,mult_choice,Please select the best answer to the question.,"[1, 2, 3, 4]","['Being on sports teams', 'Achieving poor grades in the past', 'Too much partying', 'Taking too many classes']",3,Too much partying,1
P107,1614038574.557131,8.75118766200103,0,mult_choice,Please select the best answer to the question.,"[1, 2, 3, 4]","['That not getting enough sleep is unhealthy', 'That worse attainment is correlated with poor sleep', 'That losing a night of sleep leads to lower college grades', 'That sleep is required for learning']",3,That losing a night of sleep leads to lower college grades,0
P107,1614038586.847926,12.242300835001515,0,mult_choice,Please select the best answer to the question.,"[1, 2, 3, 4]","['Whether medical marijuana interferes with sleep', 'The correlation between hours slept and amount smoked', 'The correlation between hours of sleep and student grades', 'Whether poor sleep caused poor exam grades or vice versa']",4,Whether poor sleep caused poor exam grades or vice versa,0
P107,1614038650.58529,3.6378782329993555,1,affect,How sad vs. happy are you at this moment?,"[1, 2, 3]","['Extremely Sad', 'Neutral', 'Extremely Happy']",1.0,Extremely Sad,-1
P107,1614038819.6180632,5.611545787000068,0,affect,How sad vs. happy are you at this moment?,"[1, 2, 3]","['Extremely Sad', 'Neutral', 'Extremely Happy']",0.4345703125,Extremely Happy,-1
P107,1614038835.732898,6.718506598001113,1,reading_hypotheses_page_1,"Good scientific practice is more, of course, than an exercise in deliberate observation and the use of adequate control groups to expose and assess bias.",[],[],-1,None,-1
P107,1614038842.79476,7.061723281000013,1,reading_hypotheses_page_2,"Whether a program of research will 'pay off' by casting new light on some difficult problem or perplexing aspect of behavior will also depend on the quality of the scientist's research ideas, or hypotheses.",[],[],-1,None,-1
P107,1614038848.5448508,5.749957160998747,1,reading_hypotheses_page_3,"The scientist views facts not as isolated or separate entities or events, but as meaningfully connected.",[],[],-1,None,-1
P107,1614038855.227832,6.682844053000736,1,reading_hypotheses_page_4,"The scientist's hypotheses are the starting points for approaching this sort of connectedness, by making a theoretical guess as to the significance or meaning of a given fact.
",[],[],-1,None,-1
P107,1614038860.354796,5.126833908001572,1,reading_hypotheses_page_5,"Any research project begins with selecting and narrowing the question originally asked, to make it manageable for study within the available resources.",[],[],-1,None,-1
P107,1614038862.500869,2.145950824000465,1,reading_hypotheses_page_6,Extensive preparation is crucial.,[],[],-1,None,-1
P107,1614038865.672849,3.1718578330001037,1,reading_hypotheses_page_7,"The literature should be carefully reviewed, and the task should be thought about at length.",[],[],-1,None,-1
P107,1614038869.496852,3.8238800420003827,1,reading_hypotheses_page_8,One must select the most fundamental elements that will constitute the crux of the hypotheses.,[],[],-1,None,-1
P107,1614038876.6154509,7.118371872998978,1,reading_hypotheses_page_9,"A classic principle of this intellectual ruminative and winnowing process is known as Occam's razor, named after the philosopher William of Occam.",[],[],-1,None,-1
P107,1614038888.2990432,11.683418535001692,1,reading_hypotheses_page_10,"The principle of Occam's razor, also called the principle of parsimony, teaches that hypotheses introduced to explain relationships should be as parsimonious as possible.",[],[],-1,None,-1
P107,1614038891.0431192,2.743946553000569,1,reading_hypotheses_page_11,We 'cut away' what is superfluous.,[],[],-1,None,-1
P107,1614038895.75698,4.713675310998951,1,reading_hypotheses_page_12,"Occam's razor is a qualified demand for prudence so that we do not overcomplicate the search for truth.
",[],[],-1,None,-1
P107,1614038898.815978,3.0588738410006044,1,reading_hypotheses_page_13,There are several kinds of hypotheses in behavioral science.,[],[],-1,None,-1
P107,1614038903.294164,4.4780588210014685,1,reading_hypotheses_page_14,"A working hypothesis is a proposition, or set of propositions, that serves to guide and organize an empirical investigation.",[],[],-1,None,-1
P107,1614038911.794991,8.500684308997734,1,reading_hypotheses_page_15,"For example, social psychologist Leon Festinger, in trying to account for the fact that some earthquake victims in India spread false rumors about future catastrophes, was inspired to develop two basic hypotheses that became the starting point for an elaborate program of experimental research.
",[],[],-1,None,-1
P107,1614038921.246122,9.450982989001204,1,reading_hypotheses_page_16,"Festinger wondered why those rumors arose and were so widely accepted, since the belief that terrible disasters are coming seems frightening.",[],[],-1,None,-1
P107,1614038927.2970932,6.050830668002163,1,reading_hypotheses_page_17,He theorized that there should be 'cognitive dissonance' arising from the experience of having survived a devastating earthquake in which other people had perished.,[],[],-1,None,-1
P107,1614038930.000431,2.703206152000348,1,reading_hypotheses_page_18,"The rumors, he reasoned, gave the survivors something to be frightened about.",[],[],-1,None,-1
P107,1614038938.789867,8.789282518999244,1,reading_hypotheses_page_19,"This was reassuring for them in a way! That is, since the rumors provided them with information that fit with the way they already felt, the rumors were anxiety-justifying and dissonance-reducing instead of anxiety-provoking, he theorized.",[],[],-1,None,-1
P107,1614038944.03727,3.211029280002549,0,mind_wandering,How much were you 'zoning out' while reading the text?,"[1, 2]","['Not at all', 'Most']",0.03125,Most,-1
P107,1614038950.2602198,6.16405931600093,1,mult_choice,Please select the best answer to the question.,"[1, 2, 3, 4]","['The spread of gossip and its similarity to a commodity in a marketplace', 'Earthquake victims in India', 'The effect of stress on verbal learning', 'The Scientific Method']",2,Earthquake victims in India,1
P107,1614038959.161359,8.847642570999597,1,mult_choice,Please select the best answer to the question.,"[1, 2, 3, 4]","['A book by the philosopher William of Occam', 'A tool used by those who search for truth', 'The process by which we search for the simplest explanation for an observation', 'The process by which we search for connections between facts']",4,The process by which we search for connections between facts,0
P107,1614038968.872349,9.665641635998327,1,mult_choice,Please select the best answer to the question.,"[1, 2, 3, 4]","['A theory which is uncertain and needs further evidence', 'A careful, deliberate observation which uses adequate control groups', 'A set of interconnected facts, entities and events', 'A theoretically-driven guess about connections between entities and events']",4,A theoretically-driven guess about connections between entities and events,1
